10.17,90
10.67,89
6.72,91
10.06,87
5.28,79
5.56,94
5.17,79
10.67,84
5.06,82
3.11,80
10.72,88
7.22,84
5,90
10.67,86
1.67,80
5.56,74
10.28,88
11.06,95
5.44,85
4.89,76
10.28,93
6.67,80
0.67,88
5.17,83
4,77
2.56,94
2.67,94
4.11,86
4.11,74
7.61,68
3.11,76
9,77
2.44,89
2.67,87
2.94,79
1.39,72
2.67,77
1.17,91
3.22,89
1.44,94
2.06,69
1.44,85
3.06,79
1.44,88
3.44,81
1.67,79
1.44,87
1.67,78
0.22,88
0.28,93
2.44,79
0.67,71
0.78,78
1,87
0.39,79
0.67,77
0.78,79
1.06,79
0.67,69
2.94,71
0.78,82
0.39,89
2.28,80
3.5,76
0.89,81
0.28,81
0,86
0.67,88
1.28,83
1.06,76
0.5,76
0.78,81
0.78,74
0.78,72
0,67
1,71
0,77
0.61,77
0.22,68
0.39,80
1.06,74
1.44,97
0.78,90
4.5,89
2.33,68
1.67,84
3.33,81
5.44,95
2.94,76
10.33,76
6.56,76
5.28,87
6.17,86
8.39,84
3.72,93
5.83,78
8.22,91
9,87
16.72,81
10.33,86
8.5,86
13.56,71
18.33,85
9.83,81
9.06,76
17.11,91
9.83,90
8,82
8.78,79
9.28,87
4.28,88
6.44,86
3.83,83
7.5,82
1.06,87
1.17,86
6.72,74
3.33,78
2.44,85
5.83,69
5.28,80
4.61,77
3.06,83
1.17,82
2.28,87
4.11,88
2.72,85
3.5,75
2.17,95
6.83,93
8.61,85
1.83,77
4.5,81
5.06,78
4.89,78
1.78,79
2.44,92
2.44,75
4,75
4.22,70
3.33,79
4.11,73
5,87
1.67,84
1,79
3.72,74
4.61,64
2.06,82
5.39,86
5,98
4.5,92
2.17,86
1.06,80
7.44,88
1.83,76
3.72,75
2.94,90
3.61,79
2.17,90
7.11,76
3.06,92
3.22,84
6.17,87
4.5,89
4.28,63
4.39,78
7.33,83
5,74
2.28,99
4.22,73
1.28,92
6.56,88
5,84
5.17,86
5.06,88
4.78,92
1.83,82
4.39,87
5.94,87
6.44,92
1.28,79
2.06,91
1.94,82
5.56,94
4.78,87
3.33,78
3.22,81
3.11,77
3.72,81
3.11,82
3.22,71
3.11,81
2.17,83
6.06,82
1.83,93
2.72,84
3.72,94
2.33,74
6.72,87
5.06,76
4.28,98
4.11,84
6.44,80
5.67,83
7.5,66
5.17,73
3.22,84
2.94,88
3.11,69
4.67,91
1.56,86
3.11,79
1.17,83
3.83,84
5.78,71
3.5,80
2.06,63
1.56,83
2.94,85
2.94,82
5.44,90
3.61,88
1.78,86
1.39,83
2.33,87
1.83,90
2.72,86
0.89,76
1.39,85
2.44,90
1.78,73
4.67,80
3.11,83
1.94,94
2.44,78
1.78,83
1.28,74
1.39,81
1.78,82
1.78,87
1.56,86
2.56,83
2.33,56
2.33,76
4.61,82
0.5,78
2.17,91
0.89,89
1.94,87
1.17,82
1.06,74
1,78
2.33,82
0.67,87
2.06,66
1.17,76
0.61,79
1,75
0.78,84
0.67,78
0.39,85
0.28,94
0.89,75
0.61,75
0.39,70
0.39,65
1.67,58
1,60
0,60
0,59
1.67,57
0.5,66
2.17,75
0.89,73
0.61,65
0,68
0.39,74
0.78,75
1,72
0.89,65
0.28,66
0,61
0.78,67
0,88
1,80
2.44,74
0.89,73
0.67,64
0.28,82
0.28,77
0.61,87
0.78,87
1.06,91
1.17,87
1.39,75
1.28,71
1,67
1,85
1.67,85
2.28,90
0.78,88
0.61,86
2.06,86
2.28,70
3.44,78
3.11,79
2.67,87
3.33,87
3.61,79
3.72,78
8.22,79
8.28,73
5.06,85
3.89,82
2.56,95
7.33,85
9.83,89
8.78,90
11.72,94
14.28,80
9.94,89
13.94,87
14.17,84
11.11,96
17.94,80
7.61,79
6.67,80
22.28,64
13.78,74
14.17,81
15.94,83
8.61,89
17.39,86
13.39,88
9.83,78
12.28,85
14.44,84
9.83,70
10.17,72
9.56,97
8.89,91
8.67,83
4,74
8.39,91
12.78,71
6.33,88
3.44,95
4.5,80
3.89,73
5.83,83
4.78,78
5.78,75
5.39,75
4.11,61
1.94,96
5.67,84
3.72,82
7.89,74
5.56,86
4.22,70
4.11,91
13.28,72
4.61,79
0.22,79
7.89,80
5,85
0.89,89
2.17,91
3.11,78
2.72,91
6.44,84
3.89,72
5.28,82
2.17,82
7.83,82
4.39,81
3.72,84
1.67,92
4.22,99
6.28,82
1.39,82
3.5,76
3.89,65
4.39,87
1.78,76
2.83,76
1.39,89
2.67,72
2.44,68
6.83,81
4.61,87
3.72,83
1.06,88
3.72,84
2.28,78
1.67,76
2.28,75
4.67,90
3.06,88
2.72,80
3.72,75
6.44,80
1.56,92
2.28,92
1.94,90
0.61,88
4.61,84
8.11,78
2.83,79
4.89,82
5.06,90
4,77
5.28,87
5.06,72
2.67,84
2.83,74
4.5,88
2.33,83
5.17,76
5.78,85
4.39,85
3.06,85
4.67,100
5.39,85
5.94,86
1.78,84
7.11,95
3.33,92
5.44,77
4.5,83
6.28,79
5.17,81
8.78,79
5.44,98
6.44,70
9,85
4.22,90
6.06,90
7.06,93
4.89,90
1.39,75
5.39,78
1.94,93
3.83,75
5,78
5.78,80
10.72,88
10.44,84
4.28,86
5.39,85
3.22,85
0.61,74
5.67,92
5.06,72
6.28,76
5.39,94
2.44,92
4.67,69
3.33,76
2.28,90
2.06,87
3.89,86
1.94,86
3.33,82
4.61,80
5.06,74
6.94,87
3.72,71
1.83,80
1.67,69
3.72,81
3.22,68
5.83,91
1.67,82
2.17,77
5.28,75
4.22,73
1.06,83
1.17,75
0.78,68
1.67,79
2.28,88
0.67,82
4.5,77
1.28,72
0.39,77
0.67,81
2.33,83
0.78,76
2.17,73
1.94,64
1.67,75
1.83,79
1.67,69
2.72,78
0.89,71
1.56,77
0.28,87
0.89,72
0.67,92
1.44,86
0,83
1.44,89
0,87
1,84
1,81
2.44,72
0.61,76
0.89,79
1,70
0.89,78
1.06,82
1.83,91
3.44,97
0,103
0,101
0,105
1.17,105
0.28,89
0.22,92
0.61,91
0.78,91
0,95
0,92
0,94
1.78,88
1.67,62
1.67,73
0.89,87
0,72
0.61,67
1,69
0.78,57
1.28,57
1.17,77
0.78,85
0.89,74
0,76
1.94,70
1.17,80
0.28,80
1.06,84
3.44,83
0.22,80
1.78,75
1.94,89
3.33,85
0.78,83
0.67,85
3.89,93
6.44,90
6.33,106
6.56,94
13.5,74
4,98
5.83,87
8.78,82
9.06,95
8.5,91
9.17,86
11.5,81
10.83,74
12.22,80
17.56,71
13.28,86
16.11,75
11.06,82
14.78,85
10.44,91
11.83,76
14.67,84
17.17,82
14.67,77
10.44,84
17.56,77
11.22,85
10.17,95
12.22,87
8,81
18.67,84
8.89,84
10.28,91
15.83,86
12.61,86
5.28,77
13,77
8.11,82
7.72,86
7.61,84
5.94,64
8.11,83
8.22,80
4.39,78
6.72,95
5.56,93
6.17,73
4,86
6.17,62
2.72,86
8.67,84
3.61,78
9.28,78
5.67,79
3.33,91
6.44,70
3.72,76
1.67,93
3.33,88
2.17,83
6.56,81
4.39,90
3.33,96
2.67,81
1.67,88
8.67,70
3.5,74
3.61,64
4.78,81
2.06,76
3.5,73
6.06,83
3.06,83
1.44,62
1.39,68
2.17,84
5.39,76
1.94,81
2.17,93
2.17,92
4.11,68
4.28,84
1.67,83
6.44,85
3.5,71
4.67,78
2.94,77
2.72,77
2.17,88
1.67,80
4.22,89
2.33,89
2.33,80
1.67,72
4.89,88
2.56,72
4.22,85
2.56,85
1.67,89
6.17,82
1.83,87
4.28,69
3.5,78
2.94,87
8,82
3.44,78
3.83,91
6.83,83
5.94,73
2.94,75
1.44,75
4.5,83
1.39,84
4.11,85
1.17,85
5.28,86
4.11,79
2.83,85
1.83,83
4.89,78
3.61,94
2.17,83
5.78,73
7.5,67
6.06,83
1.06,81
8.67,83
4.11,68
4.28,77
3.06,70
6.06,75
5.83,74
2.44,87
2.28,85
4.61,93
5.56,75
5.83,99
3.11,84
3.89,87
2.83,82
3.44,84
2.44,76
1.44,98
5.56,87
4.78,94
3.61,92
1.39,83
0.67,76
5.94,71
3.83,84
4.61,87
5.83,90
4,76
5.94,89
1.83,95
1.94,84
1.83,72
2.72,83
3.11,68
4.89,93
0.89,76
2.33,93
1.56,93
2.72,88
2.83,93
2.33,84
2.83,71
3.06,72
6.44,79
1.56,79
4.39,88
1.39,80
4.11,64
1.44,78
1.56,89
4.67,82
0.67,86
5.67,81
2.67,69
1.28,68
2.06,86
2.72,93
3.89,76
1.06,80
2.44,80
1.44,82
2.44,77
4.39,78
1.56,76
1.94,73
3.61,63
1.28,63
1.44,71
0,82
1.83,74
0.67,75
0.39,75
1.67,89
1,96
2.06,75
0.39,76
0,89
0.61,93
0,85
0.28,73
0.5,77
0,81
0,63
0,65
0.39,66
1.94,75
1.56,58
2.28,57
0.39,78
0.39,81
2.28,83
1.94,74
1.06,68
0,74
0,71
1.06,73
0.67,74
0,80
0,78
1.28,77
0.67,83
1,83
0.67,84
0.89,91
0,93
2.06,93
0,91
0.5,88
0,84
1.83,86
2.56,80
0,73
0.39,71
0.89,70
2.28,69
0,75
0.89,82
0,69
0.28,70
0,64
0,66
0.28,75
3.33,81
0.78,80
1.39,84
0.89,85
5.28,87
1.83,80
2.83,71
2.28,73
2.28,74
1.83,85
3.33,82
4.67,83
1.28,85
3.89,90
6.56,82
7.44,87
7.06,88
7.61,78
5.56,88
7.5,85
7.72,81
14.06,82
11.06,76
8.61,88
16.33,83
13.28,73
16.61,75
14.44,71
16.78,75
18.17,74
14.67,80
16.78,62
8.89,66
10.83,28
8.5,68
1.28,59
2.83,20
16.78,67
8.11,61
1.28,59
5.39,29
19.17,54
6.67,86
8.11,80
9.39,68
12.89,78
8.67,89
6.94,89
12.72,89
8.67,87
6.06,81
4,82
8.78,82
6.83,66
5.78,53
6.06,69
4.61,71
3.22,53
4.22,70
13.39,72
6.28,75
9.56,74
12.39,87
2.33,70
5,77
6.56,73
4.67,70
2.94,64
6.17,68
1,85
7.11,70
3.61,66
3.22,80
7.61,75
3.06,74
2.06,73
5.83,67
4.22,65
4.5,79
4.5,78
1.44,76
0.67,91
5.56,87
2.56,82
3.33,92
3.61,83
5.78,82
5.17,83
6.56,67
3.72,89
2.28,80
5.39,79
2.06,87
4.78,87
5.94,77
3.83,80
3.22,84
6.94,90
1,87
1.83,82
3.5,83
2.56,77
3.83,86
5,97
3.06,87
1.28,91
2.33,75
2.44,89
5.06,77
2.83,75
4.89,83
1.56,85
2.67,83
2.17,77
5.67,75
2.06,72
3.83,79
5.94,84
3.89,71
5.06,80
6.94,71
0,79
5.39,83
4.67,88
5.67,78
6.06,97
7.22,81
2.94,93
3.06,77
3.44,81
3.89,74
2.56,90
2.72,77
6.28,80
2.83,88
4.11,84
5.78,78
7.89,91
4.22,83
2.83,80
4.5,77
11.11,82
9.28,81
5.06,89
3.44,87
8.5,82
5.56,83
